,summer song,summer artist,year summer,winter song,winter artist,year winter
307,Am I Wrong, Nico & Vinz,2014,Lips Are Movin, Meghan Trainor,2014
308,Summer, Calvin Harris,2014,Jealous, Nick Jonas,2014
309,Stay With Me, Sam Smith,2014,Love Me Harder, Ariana Grande & The Weeknd,2014
310,Dark Horse, Katy Perry Featuring Juicy J,2014,Habits (Stay High), Tove Lo,2014
311,Not A Bad Thing, Justin Timberlake,2014,The Heart Wants What It Wants, Selena Gomez,2014
312,Aint It Fun, Paramore,2014,7/11, Beyonce,2014
313,Talk Dirty, Jason Derulo Featuring 2 Chainz,2014,I Dont F**k With You, Big Sean Featuring E-40,2014
314,This Is How We Roll, Florida Georgia Line Featuring Luke Bryan,2014,The Hanging Tree, James Newton Howard Featuring Jennifer Lawrence,2014
315,Sing, Ed Sheeran,2014,Tuesday, I LOVE MAKONNEN Featuring Drake,2014
316,Latch, Disclosure Featuring Sam Smith,2014,Dont, Ed Sheeran,2014
317,Pompeii, Bastille,2014,Waves, Mr. Probz,2014
318,Let It Go, Idina Menzel,2014,Bang Bang," Jessie J, Ariana Grande & Nicki Minaj",2014
319,Play It Again, Luke Bryan,2014,No Type, Rae Sremmurd,2014
320,Me And My Broken Heart, Rixton,2014,Hot Boy, Bobby Shmurda,2014
321,Birthday, Katy Perry,2014,Blame, Calvin Harris Featuring John Newman,2014
322,Classic, MKTO,2014,Stay With Me, Sam Smith,2014
323,Loyal, Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014,Thinking Out Loud, Ed Sheeran,2014
324,Counting Stars, OneRepublic,2014,Dont Tell Em, Jeremih Featuring YG,2014
325,Believe Me, Lil Wayne Featuring Drake,2014,Centuries, Fall Out Boy,2014
326,Beachin, Jake Owen,2014,Trumpets, Jason Derulo,2014
327,Best Day Of My Life, American Authors,2014,CoCo, O.T. Genasis,2014
328,Love Never Felt So Good, Michael Jackson & Justin Timberlake,2014,Beg For It, Iggy Azalea Featuring M0,2014
329,She Looks So Perfect, 5 Seconds Of Summer,2014,Black Widow, Iggy Azalea Featuring Rita Ora,2014
330,Na Na, Trey Songz,2014,Chandelier, Sia,2014
331,Love Runs Out, OneRepublic,2014,Only," Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",2014
332,Timber, Pitbull Featuring Ke$ha,2014,Lifestyle, Rich Gang Featuring Young Thug & Rich Homie Quan,2014
333,Wake Me Up!, Avicii,2014,Make It Rain, Ed Sheeran,2014
334,Automatic, Miranda Lambert,2014,L.A.LOVE (la la), Fergie,2014
335,Team, Lorde,2014,Rather Be, Clean Bandit Featuring Jess Glynne,2014
336,Chandelier, Sia,2014,Riptide, Vance Joy,2014
337,Bottoms Up, Brantley Gilbert,2014,"Mary, Did You Know?", Pentatonix,2014
338,Come With Me Now, KONGOS,2014,Cool Kids, Echosmith,2014
339,Demons, Imagine Dragons,2014,The Blowers Daughter, Matt McAndrew,2014
340,La La La, Naughty Boy Featuring Sam Smith,2014,Hold You Down," DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",2014
341,Drunk On A Plane, Dierks Bentley,2014,Rude, MAGIC!,2014
342,Pills N Potions, Nicki Minaj,2014,Shotgun Rider, Tim McGraw,2014
343,Beat Of The Music, Brett Eldredge,2014,Stolen Dance, Milky Chance,2014
344,Show Me, Kid Ink Featuring Chris Brown,2014,I Dont Mind, Usher Featuring Juicy J,2014
345,Bartender, Lady Antebellum,2014,"Touchin, Lovin", Trey Songz Featuring Nicki Minaj,2014
346,My Eyes, Blake Shelton Featuring Gwen Sebastian,2014,New Flame, Chris Brown Featuring Usher & Rick Ross,2014
347,I Dont Dance, Lee Brice,2014,Try Me, DeJ Loaf,2014
348,Story Of My Life, One Direction,2014,Heroes (We Could Be), Alesso Featuring Tove Lo,2014
349,Lettin The Night Roll, Justin Moore,2014,All I Want For Christmas Is You, Mariah Carey,2014
350,Move That Doh," Future Featuring Pharrell, Pusha T & Casino",2014,Night Changes, One Direction,2014
351,2 On, Tinashe Featuring ScHoolboy Q,2014,Something In The Water, Carrie Underwood,2014
352,Bailando, Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014,About The Money, T.I. Featuring Young Thug,2014
353,Whiskey In My Water, Tyler Farr,2014,Girl In A Country Song, Maddie & Tae,2014
354,Somethin Bad, Miranda Lambert Duet With Carrie Underwood,2014,Anaconda, Nicki Minaj,2014
355,Trumpets, Jason Derulo,2014,Dangerous, David Guetta Featuring Sam Martin,2014
356,Who I Am With You, Chris Young,2014,Perfect Storm, Brad Paisley,2014
357,Yeah, Joe Nichols,2014,Somewhere In My Car, Keith Urban,2014
358,Cut Her Off, KCamp Featuring 2 Chainz,2014,Yellow Flicker Beat, Lorde,2014
359,Work, Iggy Azalea,2014,Talladega, Eric Church,2014
360,Trophies, Young Money Featuring Drake,2014,God Made Girls, RaeLynn,2014
361,Boom Clap, Charli XCX,2014,Ghost, Ella Henderson,2014
362,A Sky Full Of Stars, Coldplay,2014,Steal My Girl, One Direction,2014
363,We Dem Boyz, Wiz Khalifa,2014,0 To 100 / The Catch Up, Drake,2014
364,We Are Tonight, Billy Currington,2014,Sun Daze, Florida Georgia Line,2014
365,Wild Wild Love, Pitbull Featuring G.R.L.,2014,No Flex Zone, Rae Sremmurd,2014
366,Who Do You Love?, YG Featuring Drake,2014,***Flawless, Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2014
367,The Worst, Jhene Aiko,2014,I Bet My Life, Imagine Dragons,2014
368,Im Not The Only One, Sam Smith,2014,No Love, August Alsina,2014
369,Ultraviolence, Lana Del Rey,2014,I See You, Luke Bryan,2014
370,River Bank, Brad Paisley,2014,Close Your Eyes, Parmalee,2014
371,Or Nah, Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,2014,Fireball, Pitbull Featuring John Ryan,2014
372,Habits (Stay High), Tove Lo,2014,Til Its Gone, Kenny Chesney,2014
373,Keep Them Kisses Comin, Craig Campbell,2014,Try, Colbie Caillat,2014
374,Good Kisser, Usher,2014,Shut Up And Dance, WALK THE MOON,2014
375,Main Chick, Kid Ink Featuring Chris Brown,2014,Drinking Class, Lee Brice,2014
376,Human, Christina Perri,2014,Often, The Weeknd,2014
377,Come Get It Bae, Pharrell Williams,2014,I Lived, OneRepublic,2014
378,Sleeping With A Friend, Neon Trees,2014,Burnin It Down, Jason Aldean,2014
379,"Where Its At (Yep, Yep)", Dustin Lynch,2014,In Your Arms, Nico & Vinz,2014
380,Empire, Shakira,2014,Look At You, Big & Rich,2014
381,Girls Chase Boys, Ingrid Michaelson,2014,Day Drinking, Little Big Town,2014
382,Dare (La La La), Shakira,2014,Make Me Wanna, Thomas Rhett,2014
383,You & I, One Direction,2014,Body Language, Kid Ink Featuring Usher & Tinashe,2014
384,I Choose You, Sara Bareilles,2014,Bed Of Lies, Nicki Minaj Featuring Skylar Grey,2014
385,Meanwhile Back At Mamas, Tim McGraw Featuring Faith Hill,2014,Feelin It, Scotty McCreery,2014
386,Day Drinking, Little Big Town,2014,Prayer In C, Lillywood & Robin Schulz,2014
387,Shower, Becky G,2014,Mean To Me, Brett Eldredge,2014
388,Studio, ScHoolboy Q Featuring BJ The Chicago Kid,2014,Burnin Up, Jessie J Featuring 2 Chainz,2014
389,On Top Of The World, Imagine Dragons,2014,Geronimo, Sheppard,2014
390,Chainsaw, The Band Perry,2014,She Knows, Ne-Yo Featuring Juicy J,2014
391,Tennis Court, Lorde,2014,Santa Tell Me, Ariana Grande,2014
392,Ready Set Roll, Chase Rice,2014,Neon Light, Blake Shelton,2014
393,I Got A Car, George Strait,2014,Just Gettin Started, Jason Aldean,2014
394,Wasted, Tiesto Featuring Matthew Koma,2014,Lonely Tonight, Blake Shelton Featuring Ashley Monroe,2014
395,Red Lights, Tiesto,2014,i, Kendrick Lamar,2014
396,Magic, Coldplay,2014,G.D.F.R., Flo Rida Featuring Sage The Gemini & Lookas,2014
397,Song About A Girl, Eric Paslay,2014,Like A Cowboy, Randy Houser,2014
398,Im Ready, AJR,2014,Sledgehammer, Fifth Harmony,2014
399,Raging Fire, Phillip Phillips,2014,Royals, Taylor John Williams,2014
400,Blurred Lines, Robin Thicke Featuring T.I. + Pharrell,2013,The Monster, Eminem Featuring Rihanna,2013
401,Cant Hold Us, Macklemore & Ryan Lewis Featuring Ray Dalton,2013,Timber, Pitbull Featuring Ke$ha,2013
402,Get Lucky, Daft Punk Featuring Pharrell Williams,2013,Counting Stars, OneRepublic,2013
403,Mirrors, Justin Timberlake,2013,Royals, Lorde,2013
404,Cruise, Florida Georgia Line Featuring Nelly,2013,Wrecking Ball, Miley Cyrus,2013
405,Radioactive, Imagine Dragons,2013,Wake Me Up!, Avicii,2013
406,Just Give Me A Reason, P!nk Featuring Nate Ruess,2013,Demons, Imagine Dragons,2013
407,Come & Get It, Selena Gomez,2013,Say Something, A Great Big World & Christina Aguilera,2013
408,The Way, Ariana Grande Featuring Mac Miller,2013,Let Her Go, Passenger,2013
409,I Love It, Icona Pop Featuring Charli XCX,2013,"Hold On, Were Going Home", Drake Featuring Majid Jordan,2013
410,We Cant Stop, Miley Cyrus,2013,Story Of My Life, One Direction,2013
411,Stay, Rihanna Featuring Mikky Ekko,2013,Roar, Katy Perry,2013
412,Boys round Here, Blake Shelton Featuring Pistol Annies & Friends,2013,Little Drummer Boy, Pentatonix,2013
413,When I Was Your Man, Bruno Mars,2013,Unconditionally, Katy Perry,2013
414,#Beautiful, Mariah Carey Featuring Miguel,2013,Sweater Weather, The Neighbourhood,2013
415,Treasure, Bruno Mars,2013,Burn, Ellie Goulding,2013
416,Thrift Shop, Macklemore & Ryan Lewis Featuring Wanz,2013,White Walls, Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,2013
417,Wagon Wheel, Darius Rucker,2013,Do What U Want, Lady Gaga Featuring R. Kelly,2013
418,My Songs Know What You Did In The Dark (Light Em Up), Fall Out Boy,2013,Applause, Lady Gaga,2013
419,Heart Attack, Demi Lovato,2013,Stay The Night, Zedd Featuring Hayley Williams,2013
420,Bad, Wale Featuring Tiara Thomas Or Rihanna,2013,23," Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",2013
421,Cups (Pitch Perfects When Im Gone), Anna Kendrick,2013,Holy Grail, Jay Z Featuring Justin Timberlake,2013
422,Power Trip, J. Cole Featuring Miguel,2013,My Hitta, YG Featuring Jeezy & Rich Homie Quan,2013
423,Clarity, Zedd Featuring Foxes,2013,Blurred Lines, Robin Thicke Featuring T.I. + Pharrell,2013
424,Highway Dont Care, Tim McGraw With Taylor Swift,2013,Radioactive, Imagine Dragons,2013
425,22, Taylor Swift,2013,All I Want For Christmas Is You, Mariah Carey,2013
426,Crash My Party, Luke Bryan,2013,Love More, Chris Brown Featuring Nicki Minaj,2013
427,We Own It (Fast & Furious), 2 Chainz & Wiz Khalifa,2013,Stay, Florida Georgia Line,2013
428,The Other Side, Jason Derulo,2013,Pompeii, Bastille,2013
429,Feel This Moment, Pitbull Featuring Christina Aguilera,2013,It Wont Stop, Sevyn Streeter Featuring Chris Brown,2013
430,Started From The Bottom, Drake,2013,Brave, Sara Bareilles,2013
431,Next To Me, Emeli Sande,2013,Team, Lorde,2013
432,#thatPOWER, will.i.am Featuring Justin Bieber,2013,Marry Me, Jason Derulo,2013
433,Heres To Never Growing Up, Avril Lavigne,2013,Safe And Sound, Capital Cities,2013
434,Love Somebody, Maroon 5,2013,Sail, AWOLNATION,2013
435,I Want Crazy, Hunter Hayes,2013,Dark Horse, Katy Perry Featuring Juicy J,2013
436,Wasting All These Tears, Cassadee Pope,2013,All Me, Drake Featuring 2 Chainz & Big Sean,2013
437,I Need Your Love, Calvin Harris Featuring Ellie Goulding,2013,Slow Down, Selena Gomez,2013
438,Suit & Tie, Justin Timberlake Featuring JAY Z,2013,Rap God, Eminem,2013
439,Love Me, Lil Wayne Featuring Drake & Future,2013,Drink A Beer, Luke Bryan,2013
440,"Bitch, Dont Kill My Vibe", Kendrick Lamar,2013,Drunk Last Night, Eli Young Band,2013
441,I Knew You Were Trouble., Taylor Swift,2013,We Were Us, Keith Urban And Miranda Lambert,2013
442,Rich As F**k, Lil Wayne Featuring 2 Chainz,2013,Carolina, Parmalee,2013
443,Ho Hey, The Lumineers,2013,Summertime Sadness, Lana Del Rey & Cedric Gervais,2013
444,U.O.E.N.O., Rocko Featuring Future & Rick Ross,2013,Gas Pedal, Sage The Gemini Featuring IamSu!,2013
445,Body Party, Ciara,2013,Whatever Shes Got, David Nail,2013
446,Sail, AWOLNATION,2013,TKO, Justin Timberlake,2013
447,Fine China, Chris Brown,2013,Show Me, Kid Ink Featuring Chris Brown,2013
448,Locked Out Of Heaven, Bruno Mars,2013,Sunny And 75, Joe Nichols,2013
449,"Gone, Gone, Gone", Phillip Phillips,2013,Thats My Kind Of Night, Luke Bryan,2013
450,Same Love, Macklemore & Ryan Lewis Featuring Mary Lambert,2013,Animals, Martin Garrix,2013
451,Anywhere With You, Jake Owen,2013,Wasting All These Tears, Cassadee Pope,2013
452,Get Your Shine On, Florida Georgia Line,2013,All That Matters, Justin Bieber,2013
453,Lego House, Ed Sheeran,2013,Chillin It, Cole Swindell,2013
454,DONE., The Band Perry,2013,Sweet Annie, Zac Brown Band,2013
455,Bugatti, Ace Hood Featuring Future & Rick Ross,2013,All Of Me, John Legend,2013
456,No New Friends (SFTB Remix)," DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",2013,Let It Go, Idina Menzel,2013
457,Beat This Summer, Brad Paisley,2013,Let It Go, Demi Lovato,2013
458,Runnin Outta Moonlight, Randy Houser,2013,Change Me, Justin Bieber,2013
459,Mamas Broken Heart, Miranda Lambert,2013,Bound 2, Kanye West,2013
460,Crazy Kids, Ke$ha Featuring will.i.am Or Juicy J,2013,I Luv This Sh*t, August Alsina Featuring Trinidad James,2013
461,See You Again, Carrie Underwood,2013,Friday Night, Eric Paslay,2013
462,Harlem Shake, Baauer,2013,Mine Would Be You, Blake Shelton,2013
463,Young And Beautiful, Lana Del Rey,2013,Best Day Of My Life, American Authors,2013
464,Safe And Sound, Capital Cities,2013,Dont Let Me Be Lonely, The Band Perry,2013
465,Hey Pretty Girl, Kip Moore,2013,Radio, Darius Rucker,2013
466,Like Jesus Does, Eric Church,2013,Replay, Zendaya,2013
467,Tapout," Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",2013,HeadBand, B.o.B Featuring 2 Chainz,2013
468,We Still In This B****, B.o.B Featuring T.I. & Juicy J,2013,Beware, Big Sean Featuring Lil Wayne & Jhene Aiko,2013
469,Slow Down, Selena Gomez,2013,When She Says Baby, Jason Aldean,2013
470,Beat It, Sean Kingston Featuring Chris Brown & Wiz Khalifa,2013,Love Me Again, John Newman,2013
471,Alive, Krewella,2013,The Language, Drake,2013
472,Gentleman, PSY,2013,Berzerk, Eminem,2013
473,Demons, Imagine Dragons,2013,Up All Night, Jon Pardi,2013
474,Downtown, Lady Antebellum,2013,Work B**ch!, Britney Spears,2013
475,Dont Ya, Brett Eldredge,2013,Compass, Lady Antebellum,2013
476,People Like Us, Kelly Clarkson,2013,Honest, Future,2013
477,High School, Nicki Minaj Featuring Lil Wayne,2013,Hey Brother, Avicii,2013
478,Little Bit Of Everything, Keith Urban,2013,Perfume, Britney Spears,2013
479,Jump Right In, Zac Brown Band,2013,Who You Love, John Mayer Featuring Katy Perry,2013
480,All Over The Road, Easton Corbin,2013,Everybodys Got Somebody But Me, Hunter Hayes Featuring Jason Mraz,2013
481,Live It Up, Jennifer Lopez Featuring Pitbull,2013,Southern Girl, Tim McGraw,2013
482,More Than Miles, Brantley Gilbert,2013,Bounce It, Juicy J Featuring Wale & Trey Songz,2013
483,Wild For The Night, A$AP Rocky Featuring Skrillex,2013,What Now, Rihanna,2013
484,I Knew You Were Trouble, Michelle Chamuel,2013,Survival, Eminem,2013
485,How Many Drinks?, Miguel,2013,I. Crawl, Childish Gambino,2013
486,Redneck Crazy, Tyler Farr,2013,Up Down (Do This All Day), T-Pain Featuring B.o.B,2013
487,Play Hard, David Guetta Featuring Ne-Yo & Akon,2013,The Fox, Ylvis,2013
488,Point At You, Justin Moore,2013,Helluva Life, Frankie Ballard,2013
489,Hey Girl, Billy Currington,2013,Right There, Ariana Grande Featuring Big Sean,2013
490,Everything Has Changed, Taylor Swift Featuring Ed Sheeran,2013,Alone Together, Fall Out Boy,2013
491,Levitate, Hadouken!,2013,Underneath The Tree, Kelly Clarkson,2013
492,Loveeeeeee Song, Rihanna Featuring Future,2013,The Outsiders, Eric Church,2013
493,Love And War, Tamar Braxton,2013,Pound Cake / Paris Morton Music 2, Drake Featuring Jay Z,2013
494,Pirate Flag, Kenny Chesney,2013,Old School Love, Lupe Fiasco Featuring Ed Sheeran,2013
495,Ready, Fabolous Featuring Chris Brown,2013,All The Way Home, Tamar Braxton,2013
496,Molly," Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",2013,Days Of Gold, Jake Owen,2013
497,Sweater Weather, The Neighbourhood,2013,Gorilla, Bruno Mars,2013
498,Cant Shake You, Gloriana,2013,Do I Wanna Know?, Arctic Monkeys,2013
499,Work, A$AP Ferg,2013,Waiting For Superman, Daughtry,2013
500,Call Me Maybe, Carly Rae Jepsen,2012,Locked Out Of Heaven, Bruno Mars,2012
501,Somebody That I Used To Know, Gotye Featuring Kimbra,2012,Diamonds, Rihanna,2012
502,Payphone, Maroon 5 Featuring Wiz Khalifa,2012,Die Young, Ke$ha,2012
503,We Are Young, fun. Featuring Janelle Monae,2012,Ho Hey, The Lumineers,2012
504,What Makes You Beautiful, One Direction,2012,One More Night, Maroon 5,2012
505,Starships, Nicki Minaj,2012,I Cry, Flo Rida,2012
506,Wild Ones, Flo Rida Featuring Sia,2012,Home, Phillip Phillips,2012
507,Where Have You Been, Rihanna,2012,Some Nights, fun.,2012
508,Wide Awake, Katy Perry,2012,Beauty And A Beat, Justin Bieber Featuring Nicki Minaj,2012
509,Boyfriend, Justin Bieber,2012,Let Me Love You (Until You Learn To Love Yourself), Ne-Yo,2012
510,Glad You Came, The Wanted,2012,Gangnam Style, PSY,2012
511,Back In Time, Pitbull,2012,Girl On Fire, Alicia Keys Featuring Nicki Minaj,2012
512,Lights, Ellie Goulding,2012,Scream & Shout, will.i.am & Britney Spears,2012
513,Scream, Usher,2012,Dont You Worry Child, Swedish House Mafia Featuring John Martin,2012
514,Drive By, Train,2012,I Knew You Were Trouble., Taylor Swift,2012
515,Drunk On You, Luke Bryan,2012,Try, P!nk,2012
516,Brokenhearted, Karmin,2012,Cruise, Florida Georgia Line Featuring Nelly,2012
517,Titanium, David Guetta Featuring Sia,2012,The A Team, Ed Sheeran,2012
518,Stronger (What Doesnt Kill You), Kelly Clarkson,2012,Swimming Pools (Drank), Kendrick Lamar,2012
519,Springsteen, Eric Church,2012,Too Close, Alex Clare,2012
520,Mercy," Kanye West, Big Sean, Pusha T, 2 Chainz",2012,Thrift Shop, Macklemore & Ryan Lewis Featuring Wanz,2012
521,All Around The World, Justin Bieber Featuring Ludacris,2012,Clique," Kanye West, Jay-Z, Big Sean",2012
522,Feel So Close, Calvin Harris,2012,Adorn, Miguel,2012
523,The Motto, Drake Featuring Lil Wayne,2012,Its Time, Imagine Dragons,2012
524,Take Care, Drake Featuring Rihanna,2012,We Are Never Ever Getting Back Together, Taylor Swift,2012
525,I Wont Give Up, Jason Mraz,2012,Va Va Voom, Nicki Minaj,2012
526,Good Girl, Carrie Underwood,2012,As Long As You Love Me, Justin Bieber Featuring Big Sean,2012
527,Drank In My Cup, Kirko Bangz,2012,Dont Wake Me Up, Chris Brown,2012
528,"Work Hard, Play Hard", Wiz Khalifa,2012,All I Want For Christmas Is You, Mariah Carey,2012
529,Everybody Talks, Neon Trees,2012,Bandz A Make Her Dance, Juicy J Featuring Lil Wayne & 2 Chainz,2012
530,Part Of Me, Katy Perry,2012,Dont Stop The Party, Pitbull Featuring TJR,2012
531,Come Over, Kenny Chesney,2012,Thinkin Bout You, Frank Ocean,2012
532,Rumour Has It, Adele,2012,I Will Wait, Mumford & Sons,2012
533,Give Your Heart A Break, Demi Lovato,2012,Wanted, Hunter Hayes,2012
534,Somethin Bout A Truck, Kip Moore,2012,Blow Me (One Last Kiss), P!nk,2012
535,The Fighter, Gym Class Heroes Featuring Ryan Tedder,2012,Hall Of Fame, The Script Featuring will.i.am,2012
536,Cashin Out, Ca$h Out,2012,Feel Again, OneRepublic,2012
537,My Homies Still, Lil Wayne Featuring Big Sean,2012,Lights, Ellie Goulding,2012
538,Even If It Breaks Your Heart, Eli Young Band,2012,No Worries, Lil Wayne Featuring Detail,2012
539,Climax, Usher,2012,Better Dig Two, The Band Perry,2012
540,Faded, Tyga Featuring Lil Wayne,2012,Little Talks, Of Monsters And Men,2012
541,We Found Love, Rihanna Featuring Calvin Harris,2012,F**kin Problems," A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",2012
542,Set Fire To The Rain, Adele,2012,Everybody Talks, Neon Trees,2012
543,Birthday Cake, Rihanna Featuring Chris Brown,2012,Sweet Nothing, Calvin Harris Featuring Florence Welch,2012
544,Party Rock Anthem, LMFAO Featuring Lauren Bennett & GoonRock,2012,Call Me Maybe, Carly Rae Jepsen,2012
545,Sexy And I Know It, LMFAO,2012,Somebody That I Used To Know, Gotye Featuring Kimbra,2012
546,Some Nights, fun.,2012,Good Time, Owl City & Carly Rae Jepsen,2012
547,5-1-5-0, Dierks Bentley,2012,Goodbye In Her Eyes, Zac Brown Band,2012
548,Good Feeling, Flo Rida,2012,Pop That," French Montana Featuring Rick Ross, Drake, Lil Wayne",2012
549,You Dont Know Her Like I Do, Brantley Gilbert,2012,Every Storm (Runs Out Of Rain), Gary Allan,2012
550,Pontoon, Little Big Town,2012,Til My Last Day, Justin Moore,2012
551,Beez In The Trap, Nicki Minaj Featuring 2 Chainz,2012,Catch My Breath, Kelly Clarkson,2012
